CIS #,Profile,Recommendation,Status,Policy,Setting definition ID,Configured value,vs v4.0.0,Notes
90.26,L1,Ensure 'Manage Volume' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_managevolume,Manage Volume = *S-1-5-32-544,Unchanged,
90.27,L1,Ensure 'Modify Firmware Environment' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_modifyfirmwareenvironment,Modify Firmware Environment = *S-1-5-32-544,Unchanged,
90.28,L1,Ensure 'Modify Object Label' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_modifyobjectlabel,Modify Object Label = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.29,L1,Ensure 'Profile Single Process' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_profilesingleprocess,Profile Single Process = *S-1-5-32-544,Unchanged,
90.30,L1,"Ensure 'Profile System Performance' is set to 'Administrators, NT SERVICE\WdiServiceHost' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_profilesystemperformance,"Profile System Performance = *S-1-5-32-544, *S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420",New,
90.31,L1,Ensure 'Remote Shutdown' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_remoteshutdown,Remote Shutdown = *S-1-5-32-544,Unchanged,
90.32,L1,"Ensure 'Replace Process Level Token' is set to 'LOCAL SERVICE, NETWORK SERVICE' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_replaceprocessleveltoken,"Replace Process Level Token = *S-1-5-19, *S-1-5-20",Unchanged,
90.33,L1,Ensure 'Restore Files And Directories' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_restorefilesanddirectories,Restore Files And Directories = *S-1-5-32-544,Unchanged,
90.34,L1,"Ensure 'Shut Down The System' is set to 'Administrators, Users' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_shutdownthesystem,"Shut Down The System = *S-1-5-32-544, *S-1-5-32-545",Unchanged,
90.35,L1,Ensure 'Take Ownership' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_takeownership,Take Ownership = *S-1-5-32-544,Unchanged,
91.1,L1,Ensure 'Hypervisor Enforced Code Integrity' is set to 'Enabled with UEFI lock' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_virtualizationbasedtechnology_hypervisorenforcedcodeintegrity,Hypervisor Enforced Code Integrity = (Enabled with UEFI lock) Turns on Hypervisor-Protected Code Integrity with UEFI lock.,Unchanged,
91.2,L1,Ensure 'Require UEFI Memory Attributes Table' is set to 'Require UEFI Memory Attributes Table' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_virtualizationbasedtechnology_requireuefimemoryattributestable,Require UEFI Memory Attributes Table = Require UEFI Memory Attributes Table,Unchanged,
94.1,L1,Ensure 'Allow Auto Connect To Wi Fi Sense Hotspots' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_wifi_allowautoconnecttowifisensehotspots,Allow Auto Connect To Wi Fi Sense Hotspots = Block,New,
95.1,L2,Ensure 'Allow widgets' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_newsandinterests_allownewsandinterests,Allow widgets = Not allowed.,Changed,
98.1,L1,Ensure 'Enable ESS with Supported Peripherals' is set to 'Enhanced sign-in security will be enabled…' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Hello for Business - D - Enhanced Sign-in Security - v5.0.0,device_vendor_msft_passportforwork_biometrics_enableesswithsupportedperipherals,"Enable ESS with Supported Peripherals = Enhanced sign-in security will be enabled on systems with capable software and hardware, following the existing default behavior in Windows. For systems with one secure modality (face or fingerprint) and one insecure modality (fingerprint or face), only the secure sensor can be used for sign-in and the insecure sensor(s) will be blocked. This includes peripheral devices, which are unsupported and will be unusable. (default and recommended for highest security)",New,
98.2,L1,Ensure 'Facial Features Use Enhanced Anti Spoofing' is set to 'true' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Hello for Business - D - WHfB Configuration - v5.0.0,(v4 ES instance),Device-scoped settings = Require Security Device = true; Use Windows Hello For Business (Device) = true; Minimum PIN Length = 6; Use Certificate For On Prem Auth = Disabled; Enable Pin Recovery = true | Facial Features Use Enhanced Anti Spoofing = true,Unchanged,
98.3,L1,Ensure 'Minimum PIN Length' is set to '6 more character(s)' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Hello for Business - D - WHfB Configuration - v5.0.0,(v4 ES instance),Device-scoped settings = Require Security Device = true; Use Windows Hello For Business (Device) = true; Minimum PIN Length = 6; Use Certificate For On Prem Auth = Disabled; Enable Pin Recovery = true | Facial Features Use Enhanced Anti Spoofing = true,Unchanged,
98.4,L1,Ensure 'Require Security Device' is set to 'true' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows Hello for Business - D - WHfB Configuration - v5.0.0,(v4 ES instance),Device-scoped settings = Require Security Device = true; Use Windows Hello For Business (Device) = true; Minimum PIN Length = 6; Use Certificate For On Prem Auth = Disabled; Enable Pin Recovery = true | Facial Features Use Enhanced Anti Spoofing = true,Unchanged,
99.1,L2,Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_windowsinkworkspace_allowsuggestedappsinwindowsinkworkspace,Allow Suggested Apps In Windows Ink Workspace = Block,New,
99.2,L1,Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: but the user can't access it above the lock screen' OR 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_windowsinkworkspace_allowwindowsinkworkspace,"Allow Windows Ink Workspace = ink workspace is enabled (feature is turned on), but the user cannot access it above the lock screen.",Unchanged,"v4 value retained: enabled, not accessible above lock screen"
102.1,L1,Ensure 'Allow Clipboard Redirection' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Windows Sandbox - v5.0.0,device_vendor_msft_policy_config_windowssandbox_allowclipboardredirection,Allow Clipboard Redirection = Not allowed.,Changed,
102.2,L1,Ensure 'Allow Networking' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Windows Sandbox - v5.0.0,device_vendor_msft_policy_config_windowssandbox_allownetworking,Allow Networking = Not allowed.,Changed,
104.1,L1,Ensure 'Allow Auto Update' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Update Settings - v5.0.0,device_vendor_msft_policy_config_update_allowautoupdate,"Allow Auto Update = Auto install the update and then notify the user to schedule a device restart. Updates are downloaded automatically on non-metered networks and installed during ""Automatic Maintenance"" when the device is not in use and is not running on battery power. If automatic maintenance is unable to install updates for two days, Windows Update will install updates immediately. If the installation requires a restart, the end-user is prompted to schedule the restart time. The end-user has up to seven days to schedule the restart and after that, a restart of the device is forced. Enabling the end-user to control the start time reduces the risk of accidental data loss caused by applications that do not shutdown properly on restart.",Unchanged,"v4 value retained: auto install, notify to schedule restart (CIS: anything other than off)"
104.2,L1,Ensure 'Defer Feature Updates Period in Days' is set to 'Enabled: 180 or more days' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Update Settings - v5.0.0,device_vendor_msft_policy_config_update_deferfeatureupdatesperiodindays,Defer Feature Updates Period In Days = 180,Unchanged,
104.3,L1,Ensure 'Manage preview builds' is set to 'Disable Preview builds' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Update Settings - v5.0.0,device_vendor_msft_policy_config_update_managepreviewbuilds,Manage Preview Builds = Disable Preview builds,Changed,
104.4,L1,Ensure 'Scheduled Install Day' is set to 'Every day' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Update Settings - v5.0.0,device_vendor_msft_policy_config_update_scheduledinstallday,Scheduled Install Day = Every day,Unchanged,
104.5,L1,"Ensure 'Block ""Pause Updates"" ability' is set to 'Block' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Update Settings - v5.0.0,device_vendor_msft_policy_config_update_setdisablepauseuxaccess,"Block ""Pause Updates"" ability = Block",New,
105.1,L1,Ensure 'Require PIN For Pairing' is set to 'Enabled: Pairing ceremony for new devices will always require a PIN' OR 'All pairings will require PIN' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_wirelessdisplay_requirepinforpairing,Require Pin For Pairing = All pairings will require PIN,New,
106.1.1,L1,Ensure 'Device Health: BitLocker' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,bitLockerEnabled = true,New,
106.1.2,L1,Ensure 'Device Health: Secure Boot' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,secureBootEnabled = true,New,
106.1.3,L1,Ensure 'Device Health: Code integrity' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,codeIntegrityEnabled = true,New,
106.2.1.1,L1,Ensure 'System Security: Device Security: Firewall' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,activeFirewallRequired = true,New,
106.2.1.2,L1,Ensure 'System Security: Device Security: Trusted Platform Module (TPM)' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,tpmRequired = true,New,
106.2.1.3,L1,Ensure 'System Security: Device Security: Antivirus' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,antivirusRequired = true,New,
106.2.1.4,L1,Ensure 'System Security: Device Security: Antispyware' is set to 'Require' (Manual),Compliance policy,Win - CDW Baseline - Compliance - CIS L1 - U - Device Health and Security - v5.0.0,windows10CompliancePolicy,antiSpywareRequired = true,New,
107.1,L1,Ensure 'Backup Directory' is set to 'Backup the password to Azure AD only' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
107.2,L1,Ensure 'Password Age Days' is set to 'Configured: 30 or fewer' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
107.3,L1,Ensure 'Password Complexity' is set to 'Large letters + small letters + numbers + special characters' or higher (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
107.4,L1,Ensure 'Password Length' is set to 'Configured: 15 or more' (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
107.5,L1,Ensure 'Post-authentication actions' is set to 'Reset the password and logoff the managed account' or higher (Automated),In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
107.6,L1,"Ensure 'Post Authentication Reset Delay' is set to 'Configured: 8 or fewer hours, but not 0' (Automated)",In policy,Win - CDW Baseline - ES - CIS L1 - Windows LAPS - D - LAPS Configuration - v5.0.0,(v4 ES instance),"Backup Directory = Backup the password to Azure AD only [Password Age Days = 30] | Password Complexity = Large letters + small letters + numbers + special characters | Password Length = 15 | Post Authentication Actions = Reset the password and logoff the managed account: upon expiry of the grace period, the managed account password will be reset and any interactive logon sessions using the managed account will terminated. | Post Authentication Reset Delay = 8",Unchanged,
